origin_airport,airline,flight_count,avg_departure_delay,avg_arrival_delay,cancellation_rate,airport_avg_departure_delay,difference_from_airport_avg_departure_delay,rank_at_airport
ABE,G4,14528,8.4629811056683,0.6848698099929627,0.0163821585903083,12.11246885751572,-3.6494877518474182,1
ABE,9E,8040,9.320887991927346,0.576592517694641,0.0139303482587064,12.11246885751572,-2.7915808655883723,2
ABE,OH,9214,15.312664907651715,4.220238095238095,0.0128065986542218,12.11246885751572,3.2001960501359967,3
ABE,OO,2496,30.919233971690257,22.634599156118146,0.0376602564102564,12.11246885751572,18.80676511417454,4
ABI,MQ,13884,7.283909381353471,4.369094345108301,0.0086430423509075,7.283909381353471,0.0,1
ABQ,DL,12258,1.7441132883253747,-5.624319419237749,0.0091368901941589,9.479801131855927,-7.735687843530552,1
ABQ,OO,31504,2.102085060256329,-2.0388374321303098,0.0043803961401726,9.479801131855927,-7.377716071599599,2
ABQ,MQ,7194,5.334265734265735,3.3070446253157453,0.0061162079510703,9.479801131855927,-4.1455353975901925,3
ABQ,UA,14400,5.443494111048794,-0.3445460942997889,0.0105555555555555,9.479801131855927,-4.036307020807133,4
ABQ,AS,3342,8.297166968053045,4.433676559660811,0.0095751047277079,9.479801131855927,-1.1826341638028826,5
