origin_airport,airline,flight_count,avg_departure_delay,avg_arrival_delay,cancellation_rate,airport_avg_departure_delay,difference_from_airport_avg_departure_delay,rank_at_airport
ABE,9E,140,10.233576642335766,0.4452554744525547,0.0214285714285714,14.606112054329373,-4.372535411993606,1
ABE,G4,260,12.463035019455251,4.337254901960784,0.0115384615384615,14.606112054329373,-2.1430770348741195,2
ABE,OH,159,19.37974683544304,6.867088607594937,0.0062893081761006,14.606112054329373,4.773634781113664,3
ABE,OO,40,25.2972972972973,14.38888888888889,0.075,14.606112054329373,10.691185242967926,4
ABI,MQ,249,6.663967611336032,4.4048582995951415,0.0080321285140562,6.663967611336032,0.0,1
ABQ,DL,218,1.383177570093458,-5.149532710280374,0.018348623853211,8.792391624889413,-7.409214054795956,1
ABQ,OO,547,3.61651376146789,-0.8547794117647058,0.0036563071297989,8.792391624889413,-5.175877863421524,2
ABQ,UA,273,4.584269662921348,-1.4774436090225564,0.0219780219780219,8.792391624889413,-4.208121961968065,3
ABQ,MQ,127,7.133858267716535,5.574803149606299,0.0,8.792391624889413,-1.6585333571728782,4
ABQ,AS,67,7.522388059701493,1.8805970149253728,0.0,8.792391624889413,-1.2700035651879205,5
