run_id,cluster_id,step_id,step_name,step_kind,technology,input_label,repetition,step_state,submitted_at_utc,started_at_utc,ended_at_utc,wall_clock_seconds,failure_reason,metrics_s3_uri
aws-3x-mid,j-7ZV9PSD9STCP,s-08135073G6M1NWAC3U8M,spark_sql full rep2,benchmark,spark_sql,full,2,COMPLETED,2026-05-25T11:26:51.120000+00:00,2026-05-25T11:27:04.422000+00:00,2026-05-25T11:27:58.476000+00:00,54.054,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-mid/outputs/full/spark_sql/rep2/spark_sql/runtime_metrics.json
aws-3x-mid,j-7ZV9PSD9STCP,s-08540034FBPS7NRA0AF,spark_sql full rep3,benchmark,spark_sql,full,3,COMPLETED,2026-05-25T11:28:15.390000+00:00,2026-05-25T11:28:28.487000+00:00,2026-05-25T11:29:20.541000+00:00,52.054,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-mid/outputs/full/spark_sql/rep3/spark_sql/runtime_metrics.json
aws-3x-mid,j-7ZV9PSD9STCP,s-04216181S227OLK76FX,spark_core full rep1,benchmark,spark_core,full,1,COMPLETED,2026-05-25T11:29:39.605000+00:00,2026-05-25T11:29:45.551000+00:00,2026-05-25T11:32:13.616000+00:00,148.065,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-mid/outputs/full/spark_core/rep1/spark_core/runtime_metrics.json
aws-3x-mid,j-7ZV9PSD9STCP,s-0530578314BBJF873AMG,spark_core full rep2,benchmark,spark_core,full,2,COMPLETED,2026-05-25T11:32:26.803000+00:00,2026-05-25T11:32:33.625000+00:00,2026-05-25T11:35:05.689000+00:00,152.064,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-mid/outputs/full/spark_core/rep2/spark_core/runtime_metrics.json
aws-3x-mid,j-7ZV9PSD9STCP,s-03135653VHKI5KWEEC7P,spark_core full rep3,benchmark,spark_core,full,3,COMPLETED,2026-05-25T11:35:13.719000+00:00,2026-05-25T11:35:20.696000+00:00,2026-05-25T11:37:56.767000+00:00,156.071,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-mid/outputs/full/spark_core/rep3/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-03221532R9A23BRBCRJK,Install Python benchmark dependencies,dependency,,,,COMPLETED,2026-05-25T10:34:16.313000+00:00,2026-05-25T10:34:49.140000+00:00,2026-05-25T10:34:57.364000+00:00,8.224,,
aws-3x-small,j-301XR2LTV3TM9,s-09477763CY9NE8016WHG,spark_sql 100k rep1,benchmark,spark_sql,100k,1,COMPLETED,2026-05-25T10:35:00.859000+00:00,2026-05-25T10:35:12.379000+00:00,2026-05-25T10:36:04.498000+00:00,52.119,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_sql/rep1/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0735212UV4NJGYJKZ2V,spark_sql 100k rep2,benchmark,spark_sql,100k,2,COMPLETED,2026-05-25T10:36:29.957000+00:00,2026-05-25T10:36:39.519000+00:00,2026-05-25T10:37:25.642000+00:00,46.123,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_sql/rep2/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-084897529OFL6DOOIX21,spark_sql 100k rep3,benchmark,spark_sql,100k,3,COMPLETED,2026-05-25T10:37:59.157000+00:00,2026-05-25T10:38:05.667000+00:00,2026-05-25T10:38:51.759000+00:00,46.092,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_sql/rep3/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-07887922B3ZI5PY73892,spark_core 100k rep1,benchmark,spark_core,100k,1,COMPLETED,2026-05-25T10:39:07.356000+00:00,2026-05-25T10:39:16.775000+00:00,2026-05-25T10:40:10.850000+00:00,54.075,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_core/rep1/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0421826MRUO2TF6Q1TC,spark_core 100k rep2,benchmark,spark_core,100k,2,COMPLETED,2026-05-25T10:40:36.323000+00:00,2026-05-25T10:40:40.868000+00:00,2026-05-25T10:41:34.936000+00:00,54.068,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_core/rep2/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0313866DYVOSYNFSRA0,spark_core 100k rep3,benchmark,spark_core,100k,3,COMPLETED,2026-05-25T10:41:44.313000+00:00,2026-05-25T10:41:54.948000+00:00,2026-05-25T10:42:47.050000+00:00,52.102,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/100k/spark_core/rep3/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-05949381N21XIOY4T475,spark_sql 500k rep1,benchmark,spark_sql,500k,1,COMPLETED,2026-05-25T10:43:12.481000+00:00,2026-05-25T10:43:22.067000+00:00,2026-05-25T10:44:10.145000+00:00,48.078,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_sql/rep1/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-028895625CJ6C87QYP6J,spark_sql 500k rep2,benchmark,spark_sql,500k,2,COMPLETED,2026-05-25T10:44:41.163000+00:00,2026-05-25T10:44:45.160000+00:00,2026-05-25T10:45:33.257000+00:00,48.097,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_sql/rep2/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-068619837ON4VCABT19R,spark_sql 500k rep3,benchmark,spark_sql,500k,3,COMPLETED,2026-05-25T10:45:48.971000+00:00,2026-05-25T10:45:58.270000+00:00,2026-05-25T10:46:48.349000+00:00,50.079,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_sql/rep3/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0979093DBDH3FVHPS4P,spark_core 500k rep1,benchmark,spark_core,500k,1,COMPLETED,2026-05-25T10:47:17.745000+00:00,2026-05-25T10:47:23.362000+00:00,2026-05-25T10:48:35.425000+00:00,72.063,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_core/rep1/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-00252912EOMI3IQFTQ3M,spark_core 500k rep2,benchmark,spark_core,500k,2,COMPLETED,2026-05-25T10:49:07.509000+00:00,2026-05-25T10:49:10.437000+00:00,2026-05-25T10:50:18.499000+00:00,68.062,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_core/rep2/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-04218691X4E19L4C52V6,spark_core 500k rep3,benchmark,spark_core,500k,3,COMPLETED,2026-05-25T10:50:37.116000+00:00,2026-05-25T10:50:48.518000+00:00,2026-05-25T10:52:00.576000+00:00,72.058,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/500k/spark_core/rep3/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0952574128SVW9FHD1R2,spark_sql 1m rep1,benchmark,spark_sql,1m,1,COMPLETED,2026-05-25T10:52:27.300000+00:00,2026-05-25T10:52:40.590000+00:00,2026-05-25T10:53:28.647000+00:00,48.057,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/1m/spark_sql/rep1/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-068743425LTLX7FK55XS,spark_sql 1m rep2,benchmark,spark_sql,1m,2,COMPLETED,2026-05-25T10:53:56.578000+00:00,2026-05-25T10:54:03.658000+00:00,2026-05-25T10:54:53.727000+00:00,50.069,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/1m/spark_sql/rep2/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-0338331YRAPB1WR640W,spark_sql 1m rep3,benchmark,spark_sql,1m,3,COMPLETED,2026-05-25T10:55:26.155000+00:00,2026-05-25T10:55:28.738000+00:00,2026-05-25T10:56:18.814000+00:00,50.076,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/1m/spark_sql/rep3/spark_sql/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-01560413BQYIE6L9B7XR,spark_core 1m rep1,benchmark,spark_core,1m,1,COMPLETED,2026-05-25T10:56:33.470000+00:00,2026-05-25T10:56:43.823000+00:00,2026-05-25T10:58:11.877000+00:00,88.054,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/1m/spark_core/rep1/spark_core/runtime_metrics.json
aws-3x-small,j-301XR2LTV3TM9,s-02889773JNALYM92M6FP,spark_core 1m rep2,benchmark,spark_core,1m,2,COMPLETED,2026-05-25T10:58:23.594000+00:00,2026-05-25T10:58:31.886000+00:00,2026-05-25T11:00:03.938000+00:00,92.052,,s3://fd-bda-380623119505-us-east-1/flight-delay/results/runs/aws-3x-small/outputs/1m/spark_core/rep2/spark_core/runtime_metrics.json
